"","gameId","playId","return_x","return_s","return_a","return_zone","def1_dist","def1_s","def1_a","def2_dist","def2_s","def2_a","def3_dist","def3_s","def3_a","def4_dist","def4_s","def4_a","def5_dist","def5_s","def5_a","def6_dist","def6_s","def6_a","def7_dist","def7_s","def7_a","def8_dist","def8_s","def8_a","def9_dist","def9_s","def9_a","def10_dist","def10_s","def10_a","def11_dist","def11_s","def11_a","def1_zone","def2_zone","def3_zone","def4_zone","def5_zone","def6_zone","def7_zone","def8_zone","def9_zone","def10_zone","def11_zone","def1_side","def2_side","def3_side","def4_side","def5_side","def6_side","def7_side","def8_side","def9_side","def10_side","def11_side","playDirection","returnDirectionIntended","returnDirectionActual","quarter","yardlineTotal","receiveTeamScoreDif","kickLength","kickReturnYardage","receiveTeamHome"
"105",2018091700,2742,51,1.54,1.15,8,11.7167614979567,7.47,1.53,17.3688917320594,9.51,1.29,20.637066167457,9.12,1.37,23.5804156027836,8.99,1.62,26.2212223208606,8.86,1.21,26.3005893470089,8.98,1.34,29.8979280218546,7.71,1.14,30.3174042424479,8.92,2.25,33.5040773638075,9.11,0.78,33.6287213554128,6.29,4.73,48.1875180933818,5.45,0.77,"8","8","8","11","11","12","11","12","10","12","14","C","C","C","C","C","R","C","R","L","R","C","right","C","C",3,7,7,53,4,1
"106",2018091700,735,17.09,0.68,2.7,3,16.1883723703157,8.19,0.91,19.0865109435957,8.31,2.2,23.093847665558,8.52,1.88,24.3879683450672,9.07,1.73,25.8900212437147,8.08,3.44,27.1757704582593,8.78,2.01,27.3050270096918,9.12,1.47,30.0532211251972,8.27,2.9,35.0334383125608,8.14,1.96,35.4709176650393,7.6,1.58,64.4224130252818,0.73,1.51,"5","6","5","5","6","5","6","6","9","8","11","C","R","C","C","R","C","R","R","R","C","C","right","L","L",1,39,7,54,32,1
"107",2018092000,1061,36.91,3.34,2.59,6,8.05245925168207,5.09,5.7,22.4422503327986,7.64,1.91,25.865577511434,7.98,2.69,28.9930560652029,8.31,1.77,31.3684953416641,8.02,1.33,36.1259352820104,7.12,1.7,39.1826964360545,7.93,1.97,42.5233876825448,8.39,1.38,42.707616416747,7.92,2.52,43.5728275419441,6.39,1.52,52.1802414712696,6.23,1.41,"6","8","9","9","9","8","11","11","11","11","12","R","C","R","R","R","C","C","C","C","C","R","left","L","L",2,20,7,55,12,0
"108",2018092000,202,34.59,0.68,4.57,5,2.68672663291225,9.02,2.69,7.65916444529036,8.29,2.29,13.5948593225528,8.28,1.76,14.2504456070679,8.45,2.87,16.4778791110992,7.74,1.9,18.9282064654843,5.36,1.56,23.9116080596852,5.23,2.91,27.2747685599713,7.38,1.41,28.3627942911131,7.26,1.65,32.031765483657,8.06,1.07,38.6538031764017,6.29,0.78,"5","5","4","8","7","8","7","9","8","8","11","C","C","L","C","L","C","L","R","C","C","C","left","","",1,25,0,51,2,1
"109",2018092000,2359,18.31,1.29,3.17,2,6.77634119566009,9.26,2.29,23.1408642880943,8.88,1.34,25.3981987550299,9.43,1.33,25.8684692241346,8.57,2.11,28.4121452903507,8.73,1.22,28.4904843763668,8.56,1.42,28.9017802219863,9.05,2.27,29.1233857921774,7.68,1.54,32.1921884934839,8.65,1.33,48.4916425789022,8.18,3.14,54.9521400857146,5.24,0.46,"1","5","5","5","5","5","6","4","8","9","11","L","C","C","C","C","C","R","L","C","R","C","left","C","C",3,38,-11,54,2,1
"110",2018092000,2943,33.09,1.38,2.64,6,17.1319730328996,9.51,1.63,18.0329975323017,8.55,1.65,20.2648192688709,7.56,0.16,20.6006067871798,9.41,1.69,22.5921136682693,7.65,1.37,23.7229530202292,8.61,1.36,26.5332338775355,8.11,2.08,27.1736122000738,4.62,1.81,31.9903063442662,6.52,2.12,34.1138857358701,7.41,2.87,47.1459616510259,5.71,0.58,"5","8","8","9","9","8","9","9","8","9","11","C","C","C","R","R","C","R","R","C","R","C","left","C","C",3,27,-8,50,8,1
"111",2018092000,453,61.77,7.43,2.58,8,15.9158820050916,6.75,4.54,22.0950514821758,8.51,2.49,23.5592869162036,7.97,2.23,24.1295358430286,8.72,2.14,27.6210879582974,7.86,0.99,29.8947169245671,8.03,1.66,30.1338945375469,9.29,0.95,31.5330382297678,8.29,3.74,33.3389501934299,8.8,2.26,43.4846973083636,6.36,1.76,47.1127774600479,7.47,3.81,"11","11","11","11","11","12","12","10","11","14","15","C","C","C","C","C","R","R","L","C","C","R","left","R","R",1,4,0,43,8,1
"112",2018092000,680,23.13,3.47,2.58,3,23.8443787924953,8.89,2.37,28.3672504836123,8.92,1.49,29.5329104559642,9.77,2.93,31.9566471958496,7.75,2.09,32.3777531647889,8.32,2.44,34.5599898726837,8.3,1.72,35.9248785662527,8.57,1.88,40.0452106999077,8.13,1.43,41.5160234126536,6.39,1.35,41.9357317809049,9.75,1.02,56.0634087440284,6.32,0.78,"6","8","9","9","8","9","9","8","8","8","11","R","C","R","R","C","R","R","C","C","C","C","left","R","R",1,26,0,62,0,1
"113",2018092300,1127,38.59,3.07,0.78,5,5.78315657751024,7.92,2.78,6.02876438418354,7.75,3.59,8.10437536149455,7.6,3.83,9.39414711402797,5.78,2.7,13.5247107177936,8.45,3.71,22.9054098413453,7.73,0.94,25.8243179968029,8.68,1.99,37.3935636172858,8.2,1.5,41.3702308429624,7.45,2.4,42.1627252439877,6.01,0.85,44.6288718208292,5.91,0.75,"6","5","5","6","5","8","8","12","12","11","11","R","C","C","R","C","C","C","R","R","C","C","left","L","L",2,28,0,44,10,0
"114",2018092300,1435,30.1,2.81,2.51,6,5.13408219645926,7.82,3.34,6.33003159549777,2.91,4.74,9.02377415497528,7.87,2.49,12.1789736841821,7.93,2.8,17.375488482342,8.62,1.79,20.6797775616664,7.51,0.83,21.8045912596407,7.47,1.67,24.6535778336533,8.13,0.87,26.4308853427198,8.06,2.29,32.6013266601223,7.92,1.55,41.7264640246451,5.64,0.62,"6","6","5","5","6","5","8","9","8","8","8","R","R","C","C","R","C","C","R","C","C","C","left","L","L",2,43,3,37,7,0
"115",2018092300,2602,36.1,0.65,4.6,6,10.0667224060267,8.61,2.87,12.0527880592002,7.03,3.34,14.2931382138423,9.6,1.63,14.4478718155997,8.34,1.8,15.2064525777711,8.27,1.95,17.5315087770562,8.78,2.02,23.0568276222034,6.21,2,23.1965730227549,9.2,1.18,30.1144649628713,7.66,1.91,39.4797884999401,7.48,0.95,48.6929502084234,5.04,0.24,"6","6","6","9","9","9","8","8","8","11","11","R","R","R","R","R","R","C","C","C","C","C","right","L","L",3,25,5,49,6,1
"116",2018092300,382,33.48,6.31,1.09,6,7.99312204335702,8.36,2.84,13.2971463103931,8.99,2.47,13.8954165104901,2.94,5.71,14.1517490085148,8.26,2.91,16.8635998529377,1.21,2.8,21.9685593519466,7.44,3.04,24.274639029242,8,2.23,25.6576733161836,8.26,2.18,26.3415717070945,8.53,1.83,28.6616991820094,8.22,2.92,40.7578520042457,6.84,1.26,"6","5","6","6","9","9","8","8","8","8","12","R","C","R","R","R","R","C","C","C","C","R","right","C","C",1,30,7,48,-1,0
"117",2018092300,477,25.2,2.45,1.94,5,12.259241412094,9.74,2.21,25.3602050464897,8.7,1.18,26.0204323561312,8.32,1.39,26.6216828919586,8.36,1.63,29.3223907620098,9.44,1.28,31.0425723805228,7.85,0.9,33.2955387401976,8.79,1.58,33.7338109320604,8.23,0.97,35.0578265156299,8.05,0.85,35.673986320567,8.04,0.91,50.6659195120349,6.8,0.3,"5","8","8","7","7","8","7","8","8","8","11","C","C","C","L","L","C","L","C","C","C","C","left","R","R",1,30,-7,57,6,1
"118",2018092301,1577,33.04,4.96,4.35,4,7.9550298553808,7.33,3.62,13.1928010672488,7.96,3.1,19.1512845522174,8.38,1.73,23.1907071905968,7.57,2.82,24.1068455008116,8.1,0.74,26.3557280301645,6.89,2.85,30.558267293811,7.93,0.91,31.6317830670356,8.06,2.45,33.6708553499907,7.73,0.66,39.2431051268882,7.74,2.79,47.7240746374406,3.32,0.32,"4","4","7","8","7","8","8","8","6","8","11","L","L","L","C","L","C","C","C","R","C","C","right","R","R",2,34,3,42,4,1
"119",2018092301,1907,22.49,2.54,3.88,1,3.30534415757271,6,7.04,8.29019903259265,8.54,3.33,17.0722025526878,8.01,2.46,22.5197690929547,8.67,1.69,27.7000288808514,7.53,1.32,29.1852702574432,7.04,1.78,31.9089658246707,7.66,1.15,38.0587085960625,7.49,0.96,38.1023844398221,6.92,0.67,40.1412132352773,7.84,1.13,48.9123103114134,3.12,0.82,"1","4","4","4","5","5","5","7","8","8","8","L","L","L","L","C","C","C","L","C","C","C","right","","",2,48,3,39,1,1
"120",2018092301,2126,19.84,1.83,1.23,2,10.1337061334933,7.56,2.27,19.644872104445,7.83,2.28,24.7484565175285,9.13,1.15,27.192942099008,8.68,1.4,27.3500073126133,8.1,1.53,30.8296383371586,9.19,0.78,32.1835144134384,4.57,1.11,36.0412388799275,7.65,1.57,37.2011720245478,8.32,0.98,37.3554868794398,9.36,1.08,54.7508730523998,6.08,1.33,"5","5","6","5","5","9","6","8","8","9","12","C","C","R","C","C","R","R","C","C","R","R","left","L","L",2,34,-3,57,6,0
"121",2018092301,2495,21.01,0.15,2.63,1,12.1536208596451,8.01,2.83,16.3875135392774,8.87,1.82,21.4907608055183,8.33,0.84,21.9538607083128,8.15,2.26,23.0809120270409,8.45,2.86,25.2285651593585,7.81,3.55,30.2695374923371,7.86,1.01,32.2771265759516,7.32,0.74,39.6342982781328,8.42,1.1,44.0752186608303,6.9,0.3,58.534834073396,3.57,0.83,"5","5","4","5","4","4","8","8","8","8","11","C","C","L","C","L","L","C","C","C","C","C","right","R","R",3,34,6,55,7,1
"122",2018092301,3423,42.87,5.56,1.69,5,14.2440619206742,9.53,3.51,25.5758968562199,7.66,3.15,28.5421460300377,8.36,1.64,29.7367684861688,8.46,2.06,30.2787532768441,8.38,1.98,30.4347909472038,7.22,5.73,35.2219548009477,6.97,1.62,35.9258124473198,8.92,1.64,36.7146088090286,7.85,0.36,36.880070498848,8.2,1.31,51.2563596054187,5.31,2.42,"8","8","9","11","11","9","11","12","11","10","11","C","C","R","C","C","R","C","R","C","L","C","right","C","C",4,22,-13,45,12,0
"123",2018092301,3819,28.37,3.27,2.24,4,14.9483678038775,6.33,1.03,19.0606243339509,9.68,2.72,27.2692812519876,9.32,1.12,31.4844501301833,8.12,1,38.1512070582308,7.51,1.13,39.4753150715735,6.96,0.88,40.4742201901408,7.49,0.97,43.7068644494203,8.82,0.51,46.3139471433822,5.85,0.6,57.8816896781702,5.29,1.14,59.2631774375961,4.36,1.25,"4","5","7","8","8","8","8","9","8","11","11","L","C","L","C","C","C","C","R","C","C","C","right","R","R",4,36,-13,47,13,0
"124",2018092302,2105,29.67,1.24,2.21,5,14.0152952162985,8.52,2.77,15.6310364339669,7.8,0.97,16.131422751884,8.34,1.57,18.7228016065972,8.13,2.34,19.3598372927047,8.45,2.28,21.3631294524,7.49,1.55,26.1674320482542,8.75,2.29,26.8244310284487,8.38,1.33,28.9269217166293,6.14,0.72,36.8245271524293,3.76,3.79,40.4301236703525,5.68,0.71,"4","5","5","8","8","8","9","8","9","8","8","L","C","C","C","C","C","R","C","R","C","C","left","C","C",3,42,7,38,4,1
"125",2018092302,3100,15.89,2.3,1.58,3,8.96808786754456,8.71,3.38,10.8810661242362,9.24,2.77,17.5341609437121,10.08,2.42,24.2651766941846,8.98,2.32,29.0479087026932,9.17,1.65,29.7688326946153,8.72,1.62,30.0776594834106,8.37,2.08,41.7774341002412,7.87,0.82,47.1476457524657,8.69,1.33,49.4682130261444,8.99,1.18,63.0587384903948,4.03,0.71,"3","6","6","6","6","6","6","8","7","7","11","R","R","R","R","R","R","R","C","L","L","C","left","L","L",4,36,-7,59,9,0
"126",2018092303,1215,27.73,1.33,4.35,5,3.19339944260031,4.87,5.44,10.5734053171152,6.05,3.21,13.2474072935046,8.52,2.19,18.0516287353801,5.95,2.85,20.5210623506679,8.4,1.98,21.237947170101,8.25,1.59,21.4385657169504,9.17,1.69,24.8352269971506,8.29,1.8,26.0885051315709,9,0.88,35.3032137347296,7.78,1.59,52.1467477413501,4.92,0.25,"5","5","5","5","8","8","6","8","8","8","11","C","C","C","C","C","C","R","C","C","C","C","left","C","C",2,26,7,56,6,0
"127",2018092303,2467,28.89,2.98,3.91,6,21.3811622696242,8.71,2.16,24.9469697558641,6.38,2.47,27.4996909073538,8.95,1.2,28.3810235897157,7.4,0.66,30.9502859437518,7.4,1.7,31.3850473952167,8.56,1.19,32.8981032887916,7.81,1.04,38.65651950189,6.22,1.26,44.3877066314537,7.67,2.75,46.2968875843722,7.62,2.56,51.1081402518229,6.49,0.85,"5","5","9","8","8","8","8","8","8","8","12","C","C","R","C","C","C","C","C","C","C","R","left","C","C",3,29,-11,53,27,1
"128",2018092303,2722,40.81,1.22,5.75,6,11.3740977664165,8.78,3.44,11.8613658572696,9.1,1.71,18.5058369170378,8.87,1.9,23.348338270635,8.76,1.18,25.8683474539832,8.6,3.43,29.0844460150095,8.27,1.21,31.1489646697928,5.94,1.04,37.8678293542157,8.3,1.47,38.0512614771179,7.48,1.07,45.8359171392915,7.44,0.69,50.3194932406915,6.37,1.26,"9","9","9","9","9","8","9","8","8","11","12","R","R","R","R","R","C","R","C","C","C","R","left","C","C",3,16,-11,53,8,1
"129",2018092303,3026,33.8,1.3,4.37,5,11.1398967679238,8.99,2.56,18.0495013781545,7.3,2.26,18.0971627610518,8.54,2.78,19.11205117197,6.48,2.83,22.4235255925557,7.79,1.46,23.9103011273384,8.12,1.84,29.6378170586162,8.85,1.3,30.5216660751015,5.33,2.4,31.3670208977518,6.89,2.61,34.3832822749661,8.53,1.57,46.9378248324313,6.47,0.5,"5","8","7","8","7","8","8","8","7","7","11","C","C","L","C","L","C","C","C","L","L","C","right","C","C",4,24,-11,53,10,1
"130",2018092304,1035,36.42,3.38,3.3,6,26.0791449246328,9.55,1.47,28.9074678932625,8.77,1.66,30.5871410890263,9.74,0.57,30.9644069860865,8.78,0.78,34.0073594976146,9.11,0.9,34.6789417370254,8.92,2.15,35.5652484878146,8.53,1.25,36.2855687567385,8.98,1.68,56.2261238215831,7.67,0.85,58.0247137002846,3.76,0.91,61.8030201527401,4.21,0.81,"8","9","9","8","8","9","8","8","10","11","14","C","R","R","C","C","R","C","C","L","C","C","left","L","L",2,21,-3,52,11,1
"131",2018092304,1431,29.58,3.88,1.13,5,9.80820574824978,8.96,0.59,14.6160357142421,8.7,1.16,17.1703843870777,8.06,1.06,17.4547300179636,8.16,2.64,22.70943416292,8.23,1.6,23.100233765051,7.57,1.37,25.1054456244059,9.02,1.41,32.9021123941913,8.21,1.23,35.9257136324388,8.83,0.87,36.3611275952768,8.69,0.55,50.6852019824327,4.63,0.53,"5","5","5","6","8","8","9","7","9","9","11","C","C","C","R","C","C","R","L","R","R","C","left","C","C",2,28,0,54,0,1
"132",2018092304,1562,51.05,5.01,2.43,8,10.6431433326814,9.16,1.65,18.2324381254949,9.62,2.5,20.2099480454552,5.75,3.86,23.5636775567822,8.86,1.5,27.522545303805,8.76,1.67,29.5269114537908,7.38,0.72,33.2570909732045,7.14,2.7,33.6157834952571,6.24,2.64,38.4327061238212,2.11,1.83,41.6897697283158,6.66,4.08,43.4336793283737,4.85,0.72,"8","8","9","11","12","11","12","11","11","12","11","C","C","R","C","R","C","R","C","C","R","C","right","R","R",2,18,0,40,6,0
"133",2018092304,1755,49.52,1.9,3.83,8,15.245343551393,9.51,1.34,16.7338728332685,8.89,1.33,17.2795428180262,9.67,1.25,18.2885893387106,8.82,2.88,23.7300084281485,6,3.04,23.8647732023583,6.14,3.57,24.3875788056133,7.48,1.02,25.4811145753085,8.82,1.74,27.2695892891697,7.39,1.71,30.3743477296221,7.54,0.89,44.6493986521655,4.89,0.4,"9","8","8","9","8","7","11","12","11","10","11","R","C","C","R","C","L","C","R","C","L","C","right","L","L",2,20,0,40,10,0
"134",2018092304,2500,19.51,0.88,3.59,1,11.1569036923333,7.03,3.76,11.2076491736671,7.01,0.76,18.8153820051574,8.44,2.68,22.1467153320758,7.02,1.98,24.497612128532,8.68,2.72,28.5501173377624,7.8,0.65,28.7726206661819,8.1,0.81,29.1898287079592,8.44,0.77,30.3547113311921,7.2,1.41,33.8269847902529,8.47,1.47,44.0920004082373,5.98,0.2,"4","4","4","4","4","7","5","5","5","5","8","L","L","L","L","L","L","C","C","C","C","C","right","C","C",3,46,3,45,9,0
"135",2018092304,3542,32.56,2.64,1.59,5,9.07004961397676,7.23,3.84,11.7163816940214,8.33,3.14,11.84229707447,8.91,2.26,14.1421639079739,7.82,1.4,15.5725945172922,8.15,1.99,16.2052368078964,8.95,3.02,22.3399753804699,6.61,1.18,23.1260415981637,8.46,1.93,23.42523639155,8.94,1.1,23.7437528625952,8.21,1.31,41.500087951714,5.92,0.84,"5","6","6","5","5","8","8","9","8","8","11","C","R","R","C","C","C","C","R","C","C","C","left","C","C",4,32,3,45,1,0
"136",2018092305,3119,42.39,1.87,3.52,5,9.06262655084055,9.3,2.84,16.8362852197271,8.72,1.42,19.6797002009685,8.2,2.18,20.3974630775496,8.2,2.43,21.6280859069868,9.56,2.17,21.8167000254392,9.75,1.29,28.0087004339723,4.95,0.73,32.5254684824062,7.74,1.95,34.5204779804683,6.63,2.13,35.7495468502749,6.55,2.71,48.8763848908652,5.74,1,"8","8","8","8","7","8","7","11","11","11","11","C","C","C","C","L","C","L","C","C","C","C","right","","",3,20,-19,48,1,0
"137",2018092305,612,22.31,4.38,3.41,1,5.82683447508164,8.44,2.53,6.15260107596779,7.67,3.42,8.48010613141133,3,4.72,11.7348412856757,5.71,2.85,13.8726277251284,7.78,1.05,17.125597799785,6.74,2.54,19.0437916392718,6.36,2.17,20.2366128588754,7.92,2.36,25.2482573656084,6,1.15,39.6807257998137,6.22,1.78,47.8567633673653,2.75,0.87,"1","4","1","4","4","4","4","5","4","5","8","L","L","L","L","L","L","L","C","L","C","C","right","","",1,56,7,33,5,1
"138",2018092306,2084,33.09,2.09,1.58,5,4.69835077447395,8.4,3.11,14.6356038481506,8.52,1.51,28.8646843045269,8.44,1.23,29.3634330417954,9.14,1.57,34.9598126425185,9.37,1.05,35.6855278789595,8.46,1.25,39.4035645595674,7.84,1.41,40.3102021825741,8.49,0.57,45.8463400938395,6.56,0.69,48.2692055041307,6.25,1.49,58.8043620830972,4.26,1.46,"5","5","8","9","8","9","11","11","11","11","11","C","C","C","R","C","R","C","C","C","C","C","left","C","C",3,22,3,56,11,0
"139",2018092306,250,21.31,5.93,2.44,1,3.61941984301351,4.26,3.65,7.22654135807719,8.26,1.8,19.8436387792159,8.79,1.47,22.8973098856612,7.84,1.5,23.5956542609015,7.64,1.54,25.3593079558572,8.18,1.81,30.3670611024511,6.5,1.26,32.8930828594706,8.02,1.39,43.9018222856409,6.29,0.84,45.3342166580608,5.04,1.37,46.268236404687,7.37,0.92,"1","5","5","5","4","4","8","8","8","8","8","L","C","C","C","L","L","C","C","C","C","C","right","C","C",1,32,7,59,0,0
"140",2018092307,2923,29.5,3,1.68,4,15.2992875651123,7.68,2.4,25.9756135634945,7.61,1.35,26.0305205480029,8.77,1.78,26.8481377380257,9.77,1.63,30.2103310144063,9.09,0.83,32.0249715066228,6.79,1.9,33.20745097113,7.37,1.15,36.8202797382095,6.79,2.61,37.0209940439205,9,2.07,38.7467676071179,9.1,1.16,51.3355091530219,5.82,1.7,"5","8","7","8","8","8","7","7","7","8","11","C","C","L","C","C","C","L","L","L","C","C","left","R","R",3,22,27,60,13,0
"141",2018092308,150,41.26,5.41,2.24,5,2.96001689184369,5.34,4.64,11.6937461918754,8.29,3.8,14.4646914934263,8.15,2.08,14.5176616574433,8.66,3.39,15.0188215250065,8.99,1.62,16.4451147761273,8.45,2.58,16.6148517898897,7.88,1.44,19.9956645300925,7.33,4.7,22.5004888835776,8.49,3.42,25.3352008083615,8.3,1.77,34.3415346191751,6.13,1.22,"5","8","8","8","8","8","8","9","9","8","11","C","C","C","C","C","C","C","R","R","C","C","left","C","C",1,29,0,39,0,1
"142",2018092308,1847,34.38,0.96,1.73,5,9.08821214541122,7.15,2.04,11.0817417403583,7.25,3.53,16.9563115092876,6.74,3.15,18.31714497404,6.79,2.81,18.4704791491721,8.46,2.65,22.0038587525007,9.7,2.03,24.2609975062857,8.84,1.51,24.5110362898022,8.25,1.35,28.8995224874045,8.13,2.19,37.0449051827643,7.97,1.11,37.3965907537037,6.23,0.6,"5","5","8","8","7","4","7","8","7","7","8","C","C","C","C","L","L","L","C","L","L","C","right","C","C",2,29,3,47,4,1
"143",2018092308,4183,29.81,1.34,4.82,5,7.40354644748043,7.36,4.56,23.0226062816528,8.67,1.51,23.719532035856,8.44,1.69,27.6056008809807,8.66,1.38,29.0507641896044,8.9,1.18,31.4912448150276,8.26,1.48,37.0747703971313,8.73,1.71,41.7728189137386,8.23,0.83,48.1263638767776,6.75,1.33,48.7977960567893,7.02,1.89,51.1547114154698,2.61,2.71,"6","9","8","8","9","8","7","8","11","10","11","R","R","C","C","R","C","L","C","C","L","C","left","R","R",4,29,-4,52,2,0
"144",2018092309,2700,31.09,2.11,2.09,6,8.95540060522141,9.24,2.92,22.7800021949077,8.99,1.45,28.5999737762118,8.01,1.42,30.1157848976247,9.35,2.5,33.9918416682592,8.82,0.8,39.3568609012457,8.58,1.01,46.0952242645591,5.21,1.97,49.743295025561,5.42,1.21,49.8057235666745,6.67,1.57,55.3422532970966,5.75,0.44,57.0235828407861,5.56,1.37,"6","8","8","9","8","8","11","11","12","11","11","R","C","C","R","C","C","C","C","R","C","C","left","C","C",3,22,-11,57,11,0
"145",2018092309,3278,35.74,2.3,1.85,6,7.59032278628517,7.47,3.97,25.6892993287088,8.18,1.79,27.4526301107927,8.34,1.37,33.906166105887,8.09,1.3,34.5500868305711,9.03,1.01,37.659374662891,8,1.77,38.0724585494554,7.84,0.33,39.1304140024099,8.79,1.52,41.1301750543321,9.04,0.59,45.2303227934535,7.48,0.73,57.6214682214884,4.39,1.19,"6","8","9","8","8","11","8","7","12","11","11","R","C","R","C","C","C","C","L","R","C","C","left","C","C",4,16,11,58,9,1
"146",2018092309,3402,19.65,1.23,3.49,2,14.6791314456953,8.17,3.1,20.5142511440218,7.11,1.75,23.6739540423648,4.15,3.04,25.4504715084024,8.28,1.54,27.6137085520942,7.97,1.77,29.1585339137619,7.79,5.28,29.7131974045204,7.42,1.29,32.2172748692375,8.56,1.05,32.6138329547448,7.62,1.84,34.5036229981722,8.27,0.71,52.4922584768459,5.56,1.44,"5","4","6","5","5","6","5","7","8","8","8","C","L","R","C","C","R","C","L","C","C","C","right","L","L",4,35,-11,55,10,0
"147",2018092309,3692,48.94,0.56,2.16,9,3.11271585596887,3.67,3.35,9.05247479974399,7.09,3.78,15.6501150155518,8.95,2.59,16.6517266371989,6.35,1.28,17.4515472093451,7.71,1.14,19.1322659400292,6.98,1.38,19.1474306370333,8.68,1.03,22.5930719469487,8.56,1.04,23.0456438399972,7.14,1.85,26.1562172341491,8.69,1.47,42.903404293832,5.56,0.32,"9","9","9","8","8","9","8","8","9","11","11","R","R","R","C","C","R","C","C","R","C","C","right","L","L",4,16,-11,45,3,0
"148",2018092309,394,38.36,2.33,3.41,6,10.3123469685615,7.4,2.54,17.2007703315869,8.95,1.32,23.2804231061207,8.52,1.54,23.4143396234017,7.77,1.62,27.9776625185164,7.38,1.12,32.4113452358892,6.72,0.52,33.6208343144545,8.26,1.48,36.8471030068851,7.02,0.82,38.4024608586481,3.03,4.67,47.9905011434555,5.36,0.93,49.6751094613792,5.77,0.61,"6","8","9","5","8","8","8","11","8","11","11","R","C","R","C","C","C","C","C","C","C","C","right","R","R",1,23,-7,49,5,0
"149",2018092310,1095,32.06,1.97,2.11,5,16.0887693749398,8.26,1.94,16.4909732884387,7.51,3.55,18.2181804799491,8.3,1.78,19.4511336430554,8.47,1.55,21.4284390472101,7.35,1.67,22.4468817433513,9.35,0.74,24.5932877021353,9.17,3.73,25.4792013218625,9.14,1.6,30.8200016223231,9.27,1.01,42.662494066803,6.11,2.26,49.5336340277997,5.03,0.49,"5","6","8","8","8","8","8","8","8","9","11","C","R","C","C","C","C","C","C","C","R","C","left","L","L",2,29,8,50,7,1
"150",2018092310,301,29.93,3.64,2.84,4,9.73610291646509,9.66,2.55,15.5298969732577,8.81,2.01,17.3755834434415,7.54,2.11,17.6052946581419,8.31,2.91,18.1110463529858,8.38,1.7,19.9575374232394,9.56,1.35,26.4537728878132,9.22,1.09,36.0133864000596,7.52,2.54,37.2616491851877,7.11,1.27,44.9878428022505,7.88,1.18,50.4661014939731,5.5,1.62,"4","4","5","4","4","7","8","8","8","8","11","L","L","C","L","L","L","C","C","C","C","C","right","C","C",1,29,0,52,1,1
"151",2018092310,3559,39.28,0.74,0.95,6,16.3210814592661,9.78,1.88,18.8681530627669,8.65,2.02,21.232319703697,9.1,2.35,22.0311143612846,9.17,1.62,24.5115646175433,7.16,1.72,26.7048403852186,9.22,1.48,33.1360845604909,8.3,1.3,33.6001800590413,7.91,1.22,35.048544905602,7.25,1.54,35.6464149670061,4.13,3.74,42.265944920231,7.18,1.26,"9","9","8","8","8","8","8","12","12","12","11","R","R","C","C","C","C","C","R","R","R","C","right","C","C",4,22,-12,49,11,0
"152",2018092311,1239,17.01,0.85,3.71,2,6.15507920338967,9.66,2.81,11.4729943781037,9.35,2.66,28.5075604007077,9.29,1.45,32.3268309612928,8.88,0.88,33.6074292381908,7.88,1.22,36.8611502804782,8.58,1.43,38.8136535255314,8.3,1.35,42.7083141788575,8.4,1.28,45.3101953207002,8.81,2.28,53.8206772532639,6.48,0.64,66.1543324356009,2.13,0.91,"1","5","4","8","8","8","8","7","9","8","11","L","C","L","C","C","C","C","L","R","C","C","right","C","R",2,33,-14,61,21,0
"153",2018092311,1847,43.3,0.41,4.73,6,6.88035609543577,9.4,2.18,22.8675228216788,9.42,1.67,26.8096120822365,9.1,2.59,28.7187760881274,9.11,1.1,30.4668114511512,8.62,1.71,36.2039169151627,7.79,1.43,36.6677637714655,9.04,1.04,38.4189081052546,8.67,1.46,44.1255028299962,7.97,1.01,49.5256216518279,7.95,0.83,58.1824827589886,4.09,1.95,"9","9","8","9","9","11","12","11","11","7","15","R","R","C","R","R","C","R","C","C","L","R","right","C","C",2,12,-11,54,3,0
"154",2018092311,2159,24.86,0.8,4.62,6,4.55317471661258,9.88,1.97,24.7847231172753,9.28,1.63,31.2354734236573,5.8,2.06,32.2523565030526,9.33,1.37,33.3879798730022,8.68,1.18,38.3674132565645,7.47,1.32,44.1579188821212,8.6,1.04,45.7143752008053,9.12,2.13,48.1922452267997,8.64,1.1,51.4104901746716,6.13,0.75,56.7957964993889,6.45,0.76,"6","9","8","9","8","8","9","7","12","8","12","R","R","C","R","C","C","R","L","R","C","R","left","","",3,24,11,61,0,1
"155",2018092311,3922,23.24,2.08,1.56,1,8.45653593382066,8.27,3.68,11.9186450572202,3.08,4.89,18.1467903498112,8.85,2.11,20.8143820470366,7.64,1.98,26.3712722484146,8.44,1.01,28.318509847801,8.19,0.79,32.8929308514763,9.12,2.17,36.1025276123432,8.37,0.37,37.6010704634855,7.73,0.46,39.7368305228286,8.15,0.62,50.6836709404518,5.64,0.54,"5","4","5","5","7","8","8","8","8","7","11","C","L","C","C","L","C","C","C","C","L","C","right","R","R",4,39,-2,48,7,1
