"","returnerId","kickerId","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","specialTeamsPlayType","specialTeamsResult","kickBlockerId","yardlineSide","yardlineNumber","gameClock","penaltyCodes","penaltyJerseyNumbers","penaltyYards","preSnapHomeScore","preSnapVisitorScore","passResult","kickLength","kickReturnYardage","playResult","absoluteYardlineNumber","height.x","weight.x","birthDate.x","collegeName.x","Position.x","kickerName","height.y","weight.y","birthDate.y","collegeName.y","Position.y","returnerName"
"350","36071",46241,2018091602,1446,"(4:37) J.Scott punts 59 yards to MIN 33, Center-H.Bradley. M.Sherels to MIN 46 for 13 yards (K.Toomer).",2,4,11,"GB","Punt","Return",NA,"GB",8,04:37:00,NA,NA,NA,14,7,NA,59,13,46,18,"6-6",208,"1995-10-30","Alabama","P","J.K. Scott","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"351","36071",40113,2018110405,1601,"(:50) S.Martin punts 39 yards to MIN 24, Center-D.Muhlbach. M.Sherels to MIN 48 for 24 yards (A.Jones).",2,4,6,"DET","Punt","Return",NA,"DET",37,00:50:00,NA,NA,NA,14,6,NA,39,24,15,73,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"352","36071",43524,2018102107,592,"(7:11) L.Edwards punts 47 yards to MIN 14, Center-T.Hennessy. M.Sherels to MIN 14 for no gain (T.Cannon).",1,4,7,"NYJ","Punt","Return",NA,"NYJ",39,07:11:00,NA,NA,NA,0,7,NA,47,0,47,71,"6-4",209,"1992-04-27","Sam Houston State","P","Lachlan Edwards","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"353","36071",45603,2019120106,790,"(5:55) (Punt formation) C.Johnston punts 40 yards to MIA 16, Center-R.Lovato. M.Sherels to MIA 16 for no gain (C.James).",1,4,7,"PHI","Punt","Return",NA,"PHI",44,05:55:00,NA,NA,NA,0,10,NA,40,0,40,54,"5-11",194,"1992-02-24","Ohio State","P","Cameron Johnston","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"354","36071",46241,2018091602,223,"(10:48) J.Scott punts 44 yards to MIN 8, Center-H.Bradley, fair catch by M.Sherels.",1,4,14,"GB","Punt","Fair Catch",NA,"GB",48,10:48:00,NA,NA,NA,0,0,NA,44,NA,44,62,"6-6",208,"1995-10-30","Alabama","P","J.K. Scott","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"355","36071",29141,2018101405,135,"(13:42) A.Lee punts 51 yards to MIN 26, Center-A.Brewer. M.Sherels pushed ob at MIN 31 for 5 yards (D.Gardeck).",1,4,3,"ARI","Punt","Return",NA,"ARI",23,13:42:00,NA,NA,NA,0,0,NA,51,5,46,33,"6-1",185,"1982-08-11","Pittsburgh","P","Andy Lee","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"356","36071",34615,2018102811,3697,"(1:15) T.Morstead punts 30 yards to MIN 9, Center-Z.Wood, fair catch by M.Sherels.",4,4,14,"NO","Punt","Fair Catch",NA,"MIN",39,01:15:00,NA,NA,NA,20,30,NA,30,NA,30,49,"6-4",235,"1986-03-08","Southern Methodist","P","Thomas Morstead","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"357","36071",40113,2018110405,2559,"(:05) S.Martin punts 52 yards to MIN 21, Center-D.Muhlbach, fair catch by M.Sherels.",3,4,14,"DET","Punt","Fair Catch",NA,"DET",27,00:05:00,NA,NA,NA,17,6,NA,52,NA,52,37,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"358","36071",43524,2018102107,1817,"(4:56) L.Edwards punts 60 yards to MIN 22, Center-T.Hennessy. M.Sherels pushed ob at MIN 33 for 11 yards (D.Middleton). NYJ-D.Middleton was injured during the play.",2,4,8,"NYJ","Punt","Return",NA,"NYJ",18,04:56:00,NA,NA,NA,7,10,NA,60,11,49,28,"6-4",209,"1992-04-27","Sam Houston State","P","Lachlan Edwards","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"359","36071",45153,2019111008,2159,"(14:12) (Punt formation) R.Sanchez punts 54 yards to MIA 19, Center-L.Rhodes. M.Sherels to MIA 29 for 10 yards (C.Geathers). PENALTY on IND-A.Dulin, Player Out of Bounds on Kick, 5 yards, enforced at MIA 29.",3,4,8,"IND","Punt","Return",NA,"IND",27,14:12:00,"POK","IND 16",-5,0,10,NA,54,10,39,37,"6-0",195,"1994-09-08","Hawaii","P","Rigoberto Sanchez","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"360","36071",45603,2019101306,1791,"(1:57) C.Johnston punts 39 yards to MIN 20, Center-R.Lovato, fair catch by M.Sherels.",2,4,10,"PHI","Punt","Fair Catch",NA,"PHI",41,01:57:00,NA,NA,NA,24,10,NA,39,NA,39,51,"5-11",194,"1992-02-24","Ohio State","P","Cameron Johnston","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"361","36071",43517,2019100604,2186,"(:10) R.Dixon punts 41 yards to MIN 41, Center-Z.DeOssie. M.Sherels pushed ob at NYG 44 for 15 yards (R.Ellison).",2,4,17,"NYG","Punt","Return",NA,"NYG",18,00:10:00,NA,NA,NA,7,18,NA,41,15,26,92,"6-4",221,"1993-08-24","Syracuse","P","Riley Dixon","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"362","36071",45603,2019120106,3586,"(9:36) (Punt formation) C.Johnston punts 42 yards to MIA 27, Center-R.Lovato, fair catch by M.Sherels. PENALTY on MIA-C.Lammons, Offensive Holding, 10 yards, enforced at MIA 27. Penalty on MIA-J.Wiltz, Illegal Use of Hands, declined.",4,4,4,"PHI","Punt","Fair Catch",NA,"PHI",31,09:36:00,"OH;ILH","MIA 30;MIA 33",10,34,28,NA,42,NA,52,79,"5-11",194,"1992-02-24","Ohio State","P","Cameron Johnston","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"363","36071",29141,2018101405,2545,"(7:58) A.Lee punts 61 yards to MIN 37, Center-A.Brewer. M.Sherels to ARI 43 for 20 yards (E.Turner).",3,4,15,"ARI","Punt","Return",NA,"ARI",2,07:58:00,NA,NA,NA,20,10,NA,61,20,41,12,"6-1",185,"1982-08-11","Pittsburgh","P","Andy Lee","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"364","36071",46218,2018121000,2321,"(6:20) M.Dickson punts 51 yards to MIN 28, Center-T.Ott, fair catch by M.Sherels.",3,4,7,"SEA","Punt","Fair Catch",NA,"SEA",21,06:20:00,NA,NA,NA,3,0,NA,51,NA,51,31,"6-2",208,"1996-01-04","Texas","P","Michael Dickson","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"365","36071",46903,2019111704,1594,"(5:44) (Punt formation) C.Bojorquez punts 51 yards to MIA 32, Center-R.Ferguson, fair catch by M.Sherels.",2,4,11,"BUF","Punt","Fair Catch",NA,"BUF",17,05:44:00,NA,NA,NA,0,16,NA,51,NA,51,27,"6-0",208,"1996-09-13","New Mexico","P","Corey Bojorquez","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"366","36071",45296,2018121607,370,"(9:32) M.Haack punts 48 yards to MIN 19, Center-J.Denney. M.Sherels pushed ob at MIN 40 for 21 yards (S.Perry).",1,4,9,"MIA","Punt","Return",NA,"MIA",33,09:32:00,NA,NA,NA,7,0,NA,48,21,27,43,"6-0",205,"1994-07-25","Arizona State","P","Matt Haack","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"367","36071",40113,2018110405,2331,"(5:10) S.Martin punts 42 yards to MIN 41, Center-D.Muhlbach, fair catch by M.Sherels.",3,4,6,"DET","Punt","Fair Catch",NA,"DET",17,05:10:00,NA,NA,NA,17,6,NA,42,NA,42,27,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"368","36071",43524,2018102107,1497,"(9:09) L.Edwards punts 58 yards to MIN 12, Center-T.Hennessy. M.Sherels to MIN 20 for 8 yards (N.Hewitt).",2,4,11,"NYJ","Punt","Return",NA,"NYJ",30,09:09:00,NA,NA,NA,7,10,NA,58,8,50,40,"6-4",209,"1992-04-27","Sam Houston State","P","Lachlan Edwards","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"369","36071",43524,2019120807,3394,"(9:27) L.Edwards punts 45 yards to MIA 28, Center-T.Hennessy. M.Sherels MUFFS catch, and recovers at MIA 28. M.Sherels pushed ob at MIA 35 for 7 yards (D.Brown).",4,4,6,"NYJ","Punt","Muffed",NA,"NYJ",27,09:27:00,NA,NA,NA,16,15,NA,45,7,38,37,"6-4",209,"1992-04-27","Sam Houston State","P","Lachlan Edwards","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"370","36071",40113,2018110405,1953,"(13:05) S.Martin punts 48 yards to MIN 29, Center-D.Muhlbach, fair catch by M.Sherels.",3,4,12,"DET","Punt","Fair Catch",NA,"DET",23,13:05:00,NA,NA,NA,17,6,NA,48,NA,48,33,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin","70",175,"1987-09-30","Minnesota","CB","Marcus Sherels"
"371","37078",41420,2018092311,3922,"(:55) P.O'Donnell punts 48 yards to ARI 13, Center-P.Scales. P.Peterson pushed ob at ARI 20 for 7 yards (S.Acho).",4,4,3,"CHI","Punt","Return",NA,"CHI",39,00:55:00,NA,NA,NA,14,16,NA,48,7,41,49,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"372","37078",40113,2018120911,2070,"(:40) S.Martin punts 45 yards to ARI 7, Center-D.Muhlbach. P.Peterson ran ob at ARI 19 for 12 yards (M.Ford).",2,4,6,"DET","Punt","Return",NA,"DET",48,00:40:00,NA,NA,NA,0,3,NA,45,12,33,62,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"373","37078",37267,2018121600,226,"(12:00) M.Bosher punts 40 yards to ARI 30, Center-J.Condo. P.Peterson ran ob at ATL 44 for 26 yards (J.Bethel). PENALTY on ARI-R.Ford, Offensive Holding, 10 yards, enforced at ARI 46.",1,4,16,"ATL","Punt","Return",NA,"ATL",30,12:00:00,"OH","ARI 30",10,0,0,NA,40,16,34,40,"72",208,"1987-10-18","Miami (Fla.)","P","Matt Bosher","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"374","37078",37267,2018121600,2753,"(10:52) M.Bosher punts 42 yards to ARI 14, Center-J.Condo. P.Peterson pushed ob at ARI 22 for 8 yards (R.Gage).",3,4,15,"ATL","Punt","Return",NA,"ATL",44,10:52:00,NA,NA,NA,26,7,NA,42,8,34,66,"72",208,"1987-10-18","Miami (Fla.)","P","Matt Bosher","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"375","37078",37267,2018121600,4305,"(1:17) M.Bosher punts 55 yards to ARI 25, Center-J.Condo. P.Peterson ran ob at ARI 32 for 7 yards (D.Riley).",4,4,3,"ATL","Punt","Return",NA,"ATL",20,01:17:00,NA,NA,NA,40,14,NA,55,7,48,30,"72",208,"1987-10-18","Miami (Fla.)","P","Matt Bosher","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"376","37078",40113,2018120911,1750,"(4:11) S.Martin punts 48 yards to ARI 13, Center-D.Muhlbach. P.Peterson to ARI 24 for 11 yards (E.Harold). DET-T.Wilson was injured during the play.",2,4,15,"DET","Punt","Return",NA,"DET",39,04:11:00,NA,NA,NA,0,3,NA,48,11,37,71,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"377","37078",37267,2018121600,624,"(7:09) M.Bosher punts 38 yards to ARI 43, Center-J.Condo, fair catch by P.Peterson.",1,4,16,"ATL","Punt","Fair Catch",NA,"ATL",19,07:09:00,NA,NA,NA,0,7,NA,38,NA,38,29,"72",208,"1987-10-18","Miami (Fla.)","P","Matt Bosher","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"378","37078",37267,2018121600,3776,"(7:14) M.Bosher punts 50 yards to ARI 36, Center-J.Condo, fair catch by P.Peterson.",4,4,9,"ATL","Punt","Fair Catch",NA,"ATL",14,07:14:00,NA,NA,NA,40,7,NA,50,NA,50,24,"72",208,"1987-10-18","Miami (Fla.)","P","Matt Bosher","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"379","37078",40113,2018120911,4226,"(1:34) S.Martin punts 36 yards to ARI 15, Center-D.Muhlbach, fair catch by P.Peterson.",4,4,10,"DET","Punt","Fair Catch",NA,"DET",49,01:34:00,NA,NA,NA,3,17,NA,36,NA,36,61,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"380","37078",40113,2018120911,682,"(4:32) S.Martin punts 50 yards to ARI 35, Center-D.Muhlbach. P.Peterson pushed ob at DET 47 for 18 yards (T.Wilson). PENALTY on ARI-D.Amerson, Illegal Block Above the Waist, 10 yards, enforced at ARI 37.",1,4,17,"DET","Punt","Return",NA,"DET",15,04:32:00,"IBW","ARI 38",10,0,0,NA,50,2,58,25,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"381","37078",40113,2018120911,3181,"(13:43) S.Martin punts 44 yards to ARI 44, Center-D.Muhlbach. P.Peterson to DET 44 for 12 yards (D.Shead). PENALTY on ARI-D.Gardeck, Offensive Holding, 10 yards, enforced at ARI 44.",4,4,13,"DET","Punt","Return",NA,"DET",12,13:43:00,"OH","ARI 92",10,0,10,NA,44,0,54,98,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"382","37078",40113,2018120911,437,"(8:37) S.Martin punts 43 yards to ARI 15, Center-D.Muhlbach, fair catch by P.Peterson.",1,4,3,"DET","Punt","Fair Catch",NA,"DET",42,08:37:00,NA,NA,NA,0,0,NA,43,NA,43,52,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"383","37078",40113,2018120911,2585,"(7:54) S.Martin punts 51 yards to ARI 13, Center-D.Muhlbach. P.Peterson to ARI 14 for 1 yard (A.Jones).",3,4,3,"DET","Punt","Return",NA,"DET",36,07:54:00,NA,NA,NA,0,3,NA,51,1,50,46,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin","6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
"384","37139",40600,2018092309,394,"(10:03) T.Way punts 49 yards to GB 28, Center-N.Sundberg. R.Cobb pushed ob at GB 33 for 5 yards (J.Harvey-Clemons). PENALTY on GB-J.Whitehead, Illegal Block Above the Waist, 10 yards, enforced at GB 33.",1,4,9,"WAS","Punt","Return",NA,"WAS",23,10:03:00,"IBW","GB 35",10,7,0,NA,49,5,54,33,"6-1",220,"1990-04-18","Oklahoma","P","Tress Way","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"385","37139",41420,2018090912,2892,"(12:00) P.O'Donnell punts 41 yards to GB 25, Center-P.Scales, fair catch by R.Cobb.",4,4,1,"CHI","Punt","Fair Catch",NA,"CHI",34,12:00:00,NA,NA,NA,10,20,NA,41,NA,41,76,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"386","37139",41420,2019120500,3936,"(7:50) (Punt formation) P.O'Donnell punts 34 yards to DAL 15, Center-P.Scales, fair catch by R.Cobb.",4,4,7,"CHI","Punt","Fair Catch",NA,"DAL",49,07:50:00,NA,NA,NA,31,14,NA,34,NA,34,59,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"387","37139",41420,2018090912,1577,"(1:56) P.O'Donnell punts 49 yards to GB 25, Center-P.Scales, fair catch by R.Cobb.",2,4,5,"CHI","Punt","Fair Catch",NA,"CHI",26,01:56:00,NA,NA,NA,0,10,NA,49,NA,49,36,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"388","37139",40600,2018092309,3692,"(6:06) T.Way punts 45 yards to GB 39, Center-N.Sundberg. R.Cobb to GB 42 for 3 yards (K.Ladler).",4,4,6,"WAS","Punt","Return",NA,"WAS",16,06:06:00,NA,NA,NA,28,17,NA,45,3,42,26,"6-1",220,"1990-04-18","Oklahoma","P","Tress Way","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"389","37139",40600,2018092309,3402,"(10:24) T.Way punts 55 yards to GB 10, Center-N.Sundberg. R.Cobb to GB 20 for 10 yards (S.Hamilton). PENALTY on GB-D.House, Offensive Holding, 10 yards, enforced at GB 20.",4,4,10,"WAS","Punt","Return",NA,"WAS",35,10:24:00,"OH","GB 31",10,28,17,NA,55,10,55,45,"6-1",220,"1990-04-18","Oklahoma","P","Tress Way","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"390","37139",38815,2019121511,628,"(8:16) (Punt formation) J.Hekker punts 45 yards to DAL 10, Center-J.McQuaide, fair catch by R.Cobb.",1,4,14,"LA","Punt","Fair Catch",NA,"LA",45,08:16:00,NA,NA,NA,0,0,NA,45,NA,45,55,"6-5",241,"1990-02-08","Oregon State","P","Johnny Hekker","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"391","37139",42907,2018091602,2412,"(5:04) M.Wile punts 46 yards to GB 24, Center-K.McDermott. R.Cobb pushed ob at GB 24 for no gain (J.Kearse).",3,4,5,"MIN","Punt","Return",NA,"MIN",30,05:04:00,NA,NA,NA,20,7,NA,46,0,46,80,"6-2",225,"06/20/1992","Michigan","P","Matt Wile","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"392","37139",43517,2019090810,924,"(:25) (Punt formation) R.Dixon punts 38 yards to DAL 7, Center-Z.DeOssie, fair catch by R.Cobb.",1,4,11,"NYG","Punt","Fair Catch",NA,"DAL",45,00:25:00,NA,NA,NA,7,7,NA,38,NA,38,65,"6-4",221,"1993-08-24","Syracuse","P","Riley Dixon","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"393","37139",34615,2019092912,3883,"(1:45) T.Morstead punts 33 yards to DAL 14, Center-Z.Wood, fair catch by R.Cobb.",4,4,24,"NO","Punt","Fair Catch",NA,"DAL",47,01:45:00,NA,NA,NA,12,10,NA,33,NA,33,63,"6-4",235,"1986-03-08","Southern Methodist","P","Thomas Morstead","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"394","37139",41420,2018090912,2562,"(2:02) P.O'Donnell punts 48 yards to GB 19, Center-P.Scales, fair catch by R.Cobb.",3,4,2,"CHI","Punt","Fair Catch",NA,"CHI",33,02:02:00,NA,NA,NA,3,20,NA,48,NA,48,43,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"395","37139",45603,2019102011,1639,"(2:59) (Punt formation) C.Johnston punts 48 yards to DAL 14, Center-R.Lovato. R.Cobb to DAL 20 for 6 yards (C.James; A.Singleton). Eagles' Hassan Ridgeway has a knee injury; his return is questionable.",2,4,15,"PHI","Punt","Return",NA,"PHI",38,02:59:00,NA,NA,NA,21,7,NA,48,6,42,72,"5-11",194,"1992-02-24","Ohio State","P","Cameron Johnston","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"396","37139",41420,2019120500,3602,"(11:28) (Punt formation) P.O'Donnell punts 43 yards to DAL 7, Center-P.Scales, fair catch by R.Cobb.",4,4,7,"CHI","Punt","Fair Catch",NA,NA,50,11:28:00,NA,NA,NA,31,14,NA,43,NA,43,60,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"397","37139",40600,2019091509,438,"(8:47) T.Way punts 39 yards to DAL 10, Center-N.Sundberg, fair catch by R.Cobb.",1,4,3,"WAS","Punt","Fair Catch",NA,"DAL",49,08:47:00,NA,NA,NA,0,0,NA,39,NA,39,61,"6-1",220,"1990-04-18","Oklahoma","P","Tress Way","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"398","37139",41420,2018090912,1055,"(10:25) P.O'Donnell punts 63 yards to GB 18, Center-P.Scales. R.Cobb to GB 35 for 17 yards (B.Cunningham).",2,4,6,"CHI","Punt","Return",NA,"CHI",19,10:25:00,NA,NA,NA,0,10,NA,63,17,46,29,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"399","37139",34615,2019092912,1593,"(4:49) T.Morstead punts 44 yards to DAL 8, Center-Z.Wood. R.Cobb to DAL 22 for 14 yards (J.Gray). INJURY UPDATE: Dallas #35 K.Frazier, pectoral, OUT.",2,4,9,"NO","Punt","Return",NA,"NO",48,04:49:00,NA,NA,NA,6,3,NA,44,14,30,58,"6-4",235,"1986-03-08","Southern Methodist","P","Thomas Morstead","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"400","37139",45603,2019122212,3696,"(4:40) C.Johnston punts 36 yards to DAL 12, Center-R.Lovato, fair catch by R.Cobb.",4,4,18,"PHI","Punt","Fair Catch",NA,"DAL",48,04:40:00,NA,NA,NA,17,9,NA,36,NA,36,58,"5-11",194,"1992-02-24","Ohio State","P","Cameron Johnston","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"401","37139",40600,2018092309,2700,"(5:46) T.Way punts 57 yards to GB 21, Center-N.Sundberg. R.Cobb to GB 32 for 11 yards (D.Everett, K.Ladler).",3,4,5,"WAS","Punt","Return",NA,"WAS",22,05:46:00,NA,NA,NA,28,17,NA,57,11,46,88,"6-1",220,"1990-04-18","Oklahoma","P","Tress Way","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"402","37139",40600,2019091509,197,"(12:47) T.Way punts 52 yards to DAL 6, Center-N.Sundberg. R.Cobb to DAL 10 for 4 yards (D.Everett).",1,4,4,"WAS","Punt","Return",NA,"WAS",42,12:47:00,NA,NA,NA,0,0,NA,52,4,48,52,"6-1",220,"1990-04-18","Oklahoma","P","Tress Way","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"403","37139",37267,2018120903,3018,"(3:55) M.Bosher punts 47 yards to GB 23, Center-J.Condo, fair catch by R.Cobb.",3,4,14,"ATL","Punt","Fair Catch",NA,"ATL",30,03:55:00,NA,NA,NA,34,7,NA,47,NA,47,80,"72",208,"1987-10-18","Miami (Fla.)","P","Matt Bosher","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"404","37139",42907,2018091602,1330,"(6:38) M.Wile punts 48 yards to GB 9, Center-K.McDermott, fair catch by R.Cobb.",2,4,10,"MIN","Punt","Fair Catch",NA,"MIN",43,06:38:00,NA,NA,NA,14,7,NA,48,NA,48,67,"6-2",225,"06/20/1992","Michigan","P","Matt Wile","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"405","37139",40600,2018092309,3111,"(14:43) T.Way punts 29 yards to GB 16, Center-N.Sundberg, fair catch by R.Cobb.",4,4,16,"WAS","Punt","Fair Catch",NA,"GB",45,14:43:00,NA,NA,NA,28,17,NA,29,NA,29,65,"6-1",220,"1990-04-18","Oklahoma","P","Tress Way","5-10",192,"1990-08-22","Kentucky","WR","Randall Cobb"
"406","37228",31018,2018090900,575,"(6:37) (Punt formation) S.Koch punts 63 yards to BUF 11, Center-M.Cox. J.Kerley to BUF 15 for 4 yards (T.Bowser, C.Clark).",1,4,9,"BAL","Punt","Return",NA,"BAL",26,06:37:00,NA,NA,NA,7,0,NA,63,4,59,36,"6-1",222,"1982-08-13","Nebraska","P","Sam Koch","5-9",188,"11/08/1988","Texas Christian","WR","Jeremy Kerley"
"407","37228",31018,2018090900,3079,"(8:22) (Punt formation) S.Koch punts 46 yards to BUF 31, Center-M.Cox. J.Kerley to BUF 37 for 6 yards (M.Canady).",3,4,17,"BAL","Punt","Return",NA,"BAL",23,08:22:00,NA,NA,NA,40,0,NA,46,6,40,87,"6-1",222,"1982-08-13","Nebraska","P","Sam Koch","5-9",188,"11/08/1988","Texas Christian","WR","Jeremy Kerley"
"408","37251",40437,2020110806,1822,"(1:07) R.Allen punts 65 yards to CHI 33, Center-M.Overton. Dw.Harris to TEN 48 for 19 yards (J.Kalu).",2,4,17,"TEN","Punt","Return",NA,"TEN",2,01:07:00,NA,NA,NA,10,0,NA,65,19,46,108,"6-2",220,"1990-02-28","Louisiana Tech","P","Ryan Allen","5-10",215,"1987-09-16","East Carolina","WR","Dwayne Harris"
"409","37251",34593,2018121604,2751,"(12:20) K.Huber punts 40 yards to OAK 11, Center-C.Harris, fair catch by D.Harris.",3,4,21,"CIN","Punt","Fair Catch",NA,"CIN",49,12:20:00,NA,NA,NA,20,7,NA,40,NA,40,59,"6-1",211,"1985-07-16","Cincinnati","P","Kevin Huber","5-10",215,"1987-09-16","East Carolina","WR","Dwayne Harris"
"410","37251",34723,2018093009,3589,"(12:28) B.Colquitt punts 53 yards to OAK 22, Center-C.Hughlett. D.Harris to CLE 29 for 49 yards (N.Chubb; D.Fells).",4,4,10,"CLE","Punt","Return",NA,"CLE",25,12:28:00,NA,NA,NA,31,28,NA,53,49,4,35,"6-3",210,"1985-03-20","Tennessee","P","Britton Colquitt","5-10",215,"1987-09-16","East Carolina","WR","Dwayne Harris"
"411","37251",34593,2018121604,3921,"(7:14) K.Huber punts 39 yards to OAK 40, Center-C.Harris. D.Harris to OAK 48 for 8 yards (C.Fejedelem; M.Lengel).",4,4,14,"CIN","Punt","Return",NA,"CIN",21,07:14:00,NA,NA,NA,23,13,NA,39,8,31,89,"6-1",211,"1985-07-16","Cincinnati","P","Kevin Huber","5-10",215,"1987-09-16","East Carolina","WR","Dwayne Harris"
"412","37251",29141,2018111807,746,"(3:47) A.Lee punts 57 yards to OAK 9, Center-A.Brewer. D.Harris pushed ob at OAK 21 for 12 yards (D.Coleman).",1,4,5,"ARI","Punt","Return",NA,"ARI",34,03:47:00,NA,NA,NA,7,7,NA,57,12,45,76,"6-1",185,"1982-08-11","Pittsburgh","P","Andy Lee","5-10",215,"1987-09-16","East Carolina","WR","Dwayne Harris"
"413","37251",29177,2018111109,3578,"(1:14) D.Jones punts 40 yards to OAK 16, Center-M.Windt. D.Harris ran ob at OAK 22 for 6 yards (A.Ekeler).",4,4,12,"LAC","Punt","Return",NA,"LAC",44,01:14:00,NA,NA,NA,6,20,NA,40,6,34,54,"6-2",221,"07/05/1980","LSU","P","Donnie Jones","5-10",215,"1987-09-16","East Carolina","WR","Dwayne Harris"
"414","37251",29141,2018111807,3083,"(13:41) A.Lee punts 60 yards to OAK 11, Center-A.Brewer. D.Harris ran ob at OAK 27 for 16 yards (C.Edmonds). OAK-D.Harris was injured during the play.",4,4,6,"ARI","Punt","Return",NA,"ARI",29,13:41:00,NA,NA,NA,14,20,NA,60,16,44,39,"6-1",185,"1982-08-11","Pittsburgh","P","Andy Lee","5-10",215,"1987-09-16","East Carolina","WR","Dwayne Harris"
"415","37251",42508,2018110100,2687,"(4:30) B.Pinion punts 44 yards to OAK 27, Center-K.Nelson, fair catch by D.Harris.",3,4,1,"SF","Punt","Fair Catch",NA,"SF",29,04:30:00,NA,NA,NA,31,3,NA,44,NA,44,39,"6-5",240,"1994-06-01","Clemson","P","Bradley Pinion","5-10",215,"1987-09-16","East Carolina","WR","Dwayne Harris"
